web-scraper-order,web-scraper-start-url,gen_inf,gen_inf-href,nom,prix,adresse,image_lien-src
"1739964448-246","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/oies-de-garde-4033376","Oies de garde","200 000 CFA","location_on
              Mbour, Sénégal","https://images.coinafrique.com/thumb_4033376_uploaded_image1_1672817271.jpg"
"1739964451-247","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-4047285","Boeuf","Prix sur demande","location_on
              Niaga, Sénégal","https://images.coinafrique.com/thumb_5179428_uploaded_image1_1739207935.jpg"
"1739964453-248","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-4049517","Perruches","30 000 CFA","location_on
              Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_4194617_uploaded_image1_1682759209.jpg"
"1739964456-249","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/dindons-4056115","Dindons","175 000 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_4056115_uploaded_image1_1674103633.jpg"
"1739964460-250","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/canards-4056116","Canards","20 000 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_4056116_uploaded_image1_1674103896.jpg"
"1739964463-251","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/dinde-4060300","Poussin dinde rouge","15 000 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_4794677_uploaded_image1_1718313441.jpg"
"1739964466-252","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/oies-4064457","Oies","Prix sur demande","location_on
              Niaga, Sénégal","https://images.coinafrique.com/thumb_4064457_uploaded_image1_1674641302.jpg"
"1739964469-253","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/bufs-4089255","","","",""
"1739964472-254","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/buf-4090572","","","",""
"1739964475-255","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/cheval-4092862","Cheval","Prix sur demande","location_on
              Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4092862_uploaded_image1_1676283623.jpg"
"1739964479-256","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/chaton-angora-4102298","Chaton angora","180 000 CFA","location_on
              Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4102298_uploaded_image1_1676900131.jpg"
"1739964482-257","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/chats-siamois-himalayen-4102440","Chats siamois himalayen","300 000 CFA","location_on
              Thies, Sénégal","https://images.coinafrique.com/thumb_4102440_uploaded_image1_1676904996.jpg"
"1739964488-258","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/chevre-sahelienne-4103018","Chèvre sahelienne","180 000 CFA","location_on
              Mbour, Sénégal","https://images.coinafrique.com/thumb_4103018_uploaded_image1_1676929679.jpg"
"1739964491-259","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/hamster-doree-4110101","Hamster dorée","15 000 CFA","location_on
              Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4110101_uploaded_image1_1677403384.jpg"
"1739964495-260","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/oies-4119270","Oies de Toulouse","Prix sur demande","location_on
              Thies, Sénégal","https://images.coinafrique.com/thumb_4409000_uploaded_image1_1696840958.jpg"
"1739964497-261","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/vaches-4131629","vache","Prix sur demande","location_on
              Niaga, Sénégal","https://images.coinafrique.com/thumb_4878570_uploaded_image1_1722874635.jpg"
"1739964500-262","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/chatte-persane-himalayenne-4140736","Chatte persane himalayenne","200 000 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_4140736_uploaded_image1_1679260998.jpg"
"1739964502-263","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/canard-colvert-4141195","Canard colvert","32 500 CFA","location_on
              Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4141195_uploaded_image1_1679311407.jpg"
"1739964505-264","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-4141464","Perroquet","35 000 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_4185842_uploaded_image1_1682102205.jpg"
"1739964507-265","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/buf-4150854","","","",""
"1739964509-266","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/hamster-dore-4169247","Couple Hamster","45 000 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_3779809_uploaded_image1_1657474571.jpg"
"1739964512-267","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/dindes-4169870","Dindes","100 000 CFA","location_on
              Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4169875_uploaded_image1_1681057517.jpg"
"1739964515-268","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/dindes-4169875","Dindes","100 000 CFA","location_on
              Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4169875_uploaded_image1_1681057517.jpg"
"1739964518-269","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/dinde-4170236","Dinde","45 000 CFA","location_on
              Touba, Sénégal","https://images.coinafrique.com/thumb_4170236_uploaded_image1_1681079402.jpg"
"1739964522-270","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/buf-4179472","","","",""
"1739964529-271","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-4180282","Chaton siamois","240 000 CFA","location_on
              Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4180282_uploaded_image1_1681738114.jpg"
"1739964543-272","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/couple-de-perruches-4180902","Couple de perruches","14 900 CFA","location_on
              Thies, Sénégal","https://images.coinafrique.com/thumb_4180902_uploaded_image1_1681767382.jpg"
"1739964547-273","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-4185842","Perroquet","35 000 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_4185842_uploaded_image1_1682102205.jpg"
"1739964555-274","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/perruches-4194617","Perruches","30 000 CFA","location_on
              Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_4194617_uploaded_image1_1682759209.jpg"
"1739964565-275","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-4196106","Boeuf","600 000 CFA","location_on
              Bambey, Sénégal","https://images.coinafrique.com/thumb_4196106_uploaded_image1_1682881461.jpg"
"1739964570-276","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/cailles-4208226","Cailles","Prix sur demande","location_on
              Touba, Sénégal","https://images.coinafrique.com/thumb_4701407_uploaded_image1_1713575328.jpg"
"1739964575-277","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/poissons-aquarium-4213007","Poisson Aquarium","8 500 CFA","location_on
              Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4898597_uploaded_image1_1723887709.jpg"
"1739964578-278","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-himalayen-4215680","Chaton Gimalayen Siamois","250 000 CFA","location_on
              Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4333502_uploaded_image1_1691932427.jpg"
"1739964582-279","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/poussins-bleus-hollandais-4223952","Poussins bleus hollandais","1 500 CFA","location_on
              Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4223952_uploaded_image1_1684611180.jpg"
"1739964588-280","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/paon-4226444","Paon","400 CFA","location_on
              Touba, Sénégal","https://images.coinafrique.com/thumb_4226444_uploaded_image1_1684797786.jpg"
"1739964590-281","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/perruche-4236158","Perroquet perruches ondulées","20 000 CFA","location_on
              Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5138284_uploaded_image1_1737038687.jpg"
"1739964595-282","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/paon-4250701","Paon","140 000 CFA","location_on
              Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4804686_uploaded_image1_1718999173.jpg"
"1739964597-283","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/chaton-4254477","Chaton","Prix sur demande","location_on
              Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4365267_uploaded_image1_1694000653.jpg"
"1739964600-284","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/poissons-aquariums-4258053","Poisson Aquarium","8 500 CFA","location_on
              Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4898597_uploaded_image1_1723887709.jpg"
"1739964603-285","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/oies-4263743","Oies de Toulouse","Prix sur demande","location_on
              Thies, Sénégal","https://images.coinafrique.com/thumb_4409000_uploaded_image1_1696840958.jpg"
"1739964605-286","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-4268218","Perruche ondulée","15 000 CFA","location_on
              Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4846061_uploaded_image1_1721147785.jpg"
"1739964608-287","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-chinchilla-golden-shaded-4268857","Chat persan chinchilla blue golden shaded","650 000 CFA","location_on
              Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4268866_uploaded_image1_1687597344.jpg"
"1739964611-288","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-chinchilla-blue-golden-shaded-4268866","Chat persan chinchilla blue golden shaded","650 000 CFA","location_on
              Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4268866_uploaded_image1_1687597344.jpg"
"1739964614-289","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/chatons-persans-chinchilla-golden-shaded-4268926","Chatons persans chinchilla golden shaded","500 000 CFA","location_on
              Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4268926_uploaded_image1_1687601650.jpg"
"1739964617-290","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/autruche-4274068","Poussins d'autruche","50 000 CFA","location_on
              Bambey, Sénégal","https://images.coinafrique.com/thumb_4292496_uploaded_image1_1689236421.jpg"
"1739964622-291","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/canard-4251761","Poussins de canard","2 500 CFA","location_on
              Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4917429_uploaded_image1_1724966703.jpg"
"1739964627-292","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/vache-4284952","vache","Prix sur demande","location_on
              Niaga, Sénégal","https://images.coinafrique.com/thumb_4878570_uploaded_image1_1722874635.jpg"
"1739964631-293","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/chat-tigre-4290086","Chat tigré","60 000 CFA","location_on
              Rufisque, Sénégal","https://images.coinafrique.com/thumb_4290090_uploaded_image1_1689085062.jpg"
"1739964634-294","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/chat-tigre-4290090","Chat tigré","60 000 CFA","location_on
              Rufisque, Sénégal","https://images.coinafrique.com/thumb_4290090_uploaded_image1_1689085062.jpg"
"1739964637-295","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/poussins-dautruche-4292496","","","",""
"1739964641-296","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/vache-4303521","vache","Prix sur demande","location_on
              Niaga, Sénégal","https://images.coinafrique.com/thumb_4878570_uploaded_image1_1722874635.jpg"
"1739964644-297","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/buf-4303523","","","",""
"1739964647-298","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/chat-scottish-fold-4326378","Chat Scottish fold","700 000 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_4326378_uploaded_image1_1691464417.jpg"
"1739964650-299","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/cailles-de-chair-4327166","Cailles de chair","500 CFA","location_on
              Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4327166_uploaded_image1_1691508551.jpg"
"1739964654-300","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/chatons-british-shorthair-4328377","Chatons  British shorthair","650 000 CFA","location_on
              Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4328377_uploaded_image1_1691583410.jpg"
"1739964657-301","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/perroquets-4331654","Perroquet perruches ondulées","20 000 CFA","location_on
              Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5138284_uploaded_image1_1737038687.jpg"
"1739964661-302","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-4331659","Perroquet perruches ondulées","20 000 CFA","location_on
              Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5138284_uploaded_image1_1737038687.jpg"
"1739964664-303","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/chaton-gimalayen-siamois-4333502","Chaton Gimalayen Siamois","250 000 CFA","location_on
              Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4333502_uploaded_image1_1691932427.jpg"
"1739964668-304","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/taureau-4335558","Taureau","320 000 CFA","location_on
              Rufisque, Sénégal","https://images.coinafrique.com/thumb_4335558_uploaded_image1_1692061499.jpg"
"1739964672-305","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/chaton-4365267","Chaton","Prix sur demande","location_on
              Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4365267_uploaded_image1_1694000653.jpg"
"1739964675-306","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/buf-4379382","","","",""
"1739964679-307","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/dinde-rouge-pair-4381112","Dinde rouge pair","35 000 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_4381112_uploaded_image1_1695035479.jpg"
"1739964683-308","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-4386249","Chat Persan","650 000 CFA","location_on
              Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4386249_uploaded_image1_1695340690.jpg"
"1739964686-309","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/chevre-4387674","Chèvre","80 000 CFA","location_on
              Thies, Sénégal","https://images.coinafrique.com/thumb_4387674_uploaded_image1_1695430824.jpg"
"1739964690-310","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/veaux-4407653","Vache montbéliardes","2 000 000 CFA","location_on
              Pikine, Sénégal","https://images.coinafrique.com/thumb_4851931_uploaded_image2_1721447498.jpeg"
"1739964693-311","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/pintades-4408799","Pintade","75 000 CFA","location_on
              Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4465594_uploaded_image1_1700505532.jpg"
"1739964697-312","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/dindes-4408804","Couple dinde","Prix sur demande","location_on
              Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5001804_uploaded_image1_1729346440.jpg"
"1739964700-313","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/oies-de-toulouse-4409000","Oies de Toulouse","Prix sur demande","location_on
              Thies, Sénégal","https://images.coinafrique.com/thumb_4409000_uploaded_image1_1696840958.jpg"
"1739964703-314","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-4411374","Perroquet perruches ondulées","20 000 CFA","location_on
              Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5138284_uploaded_image1_1737038687.jpg"
"1739964706-315","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/pintade-4412768","Pintade","7 000 CFA","location_on
              Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4412768_uploaded_image1_1697036744.jpg"
"1739964710-316","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/paon-4435457","Paon","140 000 CFA","location_on
              Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4804686_uploaded_image1_1718999173.jpg"
"1739964713-317","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/canards-4442030","Canards mâles et femelles","Prix sur demande","location_on
              Thies, Sénégal","https://images.coinafrique.com/thumb_5185900_uploaded_image1_1739544627.jpg"
"1739964717-318","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/paon-4451044","Paon","250 000 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_4451044_uploaded_image1_1699554808.jpg"
"1739964720-319","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/perruche-ondulee-4452994","Perruche ondulée","7 000 CFA","location_on
              Thies, Sénégal","https://images.coinafrique.com/thumb_4452994_uploaded_image1_1699659802.jpg"
"1739964723-320","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/cailles-4454743","Cailles","1 500 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_4454743_uploaded_image1_1699793813.jpg"
"1739964726-321","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-4456156","Perruche ondulée","15 000 CFA","location_on
              Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4846061_uploaded_image1_1721147785.jpg"
"1739964731-322","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/perruche-anglaise-4456172","Perruche Anglaise","40 000 CFA","location_on
              Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4456172_uploaded_image1_1699885668.jpg"
"1739964734-323","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/brittish-shorthair-4462219","Chat Brittish Shorthair","700 000 CFA","location_on
              Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4629619_uploaded_image1_1709768692.jpg"
"1739964736-324","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/pintade-4465594","Pintade","75 000 CFA","location_on
              Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4465594_uploaded_image1_1700505532.jpg"
"1739964739-325","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/cochons-4503058","Cochons d'inde","20 000 CFA","location_on
              Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4555313_uploaded_image1_1705776199.jpg"
"1739964743-326","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/cochons-4503064","Cochons d'inde","20 000 CFA","location_on
              Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4555313_uploaded_image1_1705776199.jpg"
"1739964746-327","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/vaches-4504586","Vaches","1 500 000 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_4504586_uploaded_image1_1702911785.jpg"
"1739964750-328","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/couple-dinde-4506000","Couple dinde","40 000 CFA","location_on
              Kolda, Sénégal","https://images.coinafrique.com/thumb_4506000_uploaded_image1_1702997150.jpg"
"1739964753-329","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/chatons-serval-4517799","Chatons Serval","1 500 000 CFA","location_on
              Saint Louis, Sénégal","https://images.coinafrique.com/thumb_4517799_uploaded_image1_1703777941.jpg"
"1739964756-330","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/poissons-aquarium-4534116","Poisson Aquarium","8 500 CFA","location_on
              Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4898597_uploaded_image1_1723887709.jpg"
"1739964759-331","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/buf-4534540","","","",""
"1739964762-332","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/chaton-persan-4540876","Chaton Persan","400 000 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_4540876_uploaded_image1_1705028116.jpg"
"1739964765-333","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/chaton-scotish-fold-4540889","Chaton Scotish Fold","750 000 CFA","location_on
              Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4540889_uploaded_image1_1705029103.jpg"
"1739964768-334","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/cochons-dinde-4555313","Cochon dinde","45 000 CFA","location_on
              Thies, Sénégal","https://images.coinafrique.com/thumb_3520084_uploaded_image1_1641925340.jpg"
"1739964772-335","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-4568012","Bœuf","800 000 CFA","location_on
              Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5054269_uploaded_image1_1732160455.jpg"
"1739964775-336","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/chaton-persan-4569529","Chat Persan","400 000 CFA","location_on
              Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5050095_uploaded_image1_1731948012.jpg"
"1739964777-337","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-youyou-4570755","Perroquet youyou","10 000 CFA","location_on
              Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4570755_uploaded_image2_1706701706.jpeg"
"1739964780-338","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/chaton-scottish-fold-4571582","Scottish fold et scottish straight de race pure","700 000 CFA","location_on
              Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4808971_uploaded_image1_1719267956.jpg"
"1739964785-339","https://sn.coinafrique.com/categorie/autres-animaux?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/chaton-persan-4592914","Chat Persan","400 000 CFA","location_on
              Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5050095_uploaded_image1_1731948012.jpg"
